timestamp,temperature,ghi_proxy,power_output
2020-05-15 00:00:00,25.184316133333333,0.0,0.0
2020-05-15 00:15:00,25.08458866666667,0.0,0.0
2020-05-15 00:30:00,24.935752600000004,0.0,0.0
2020-05-15 00:45:00,24.8461304,0.0,0.0
2020-05-15 01:00:00,24.621525357142858,0.0,0.0
2020-05-15 01:15:00,24.5360922,0.0,0.0
2020-05-15 01:30:00,24.638673866666664,0.0,0.0
2020-05-15 01:45:00,24.87302233333333,0.0,0.0
2020-05-15 02:00:00,24.936930466666663,0.0,0.0
2020-05-15 02:15:00,25.0122476,0.0,0.0
2020-05-15 02:30:00,25.005149333333332,0.0,0.0
2020-05-15 02:45:00,24.993019533333328,0.0,0.0
2020-05-15 03:00:00,25.016309428571425,0.0,0.0
2020-05-15 03:15:00,24.985215266666664,0.0,0.0
2020-05-15 03:30:00,24.93773193333333,0.0,0.0
2020-05-15 03:45:00,24.87909953333333,0.0,0.0
2020-05-15 04:00:00,24.6789022,0.0,0.0
2020-05-15 04:15:00,24.3519308,0.0,0.0
2020-05-15 04:30:00,24.0626222,0.0,0.0
2020-05-15 04:45:00,24.013224200000003,0.0,0.0
2020-05-15 05:00:00,24.1771058,0.0,0.0
2020-05-15 05:15:00,24.304888,0.0,0.0
2020-05-15 05:30:00,24.328727266666665,0.0,0.0
2020-05-15 05:45:00,24.28921113333333,0.0008627212413333,0.0
2020-05-15 06:00:00,24.088446066666663,0.0058869571866666,90.929166668
2020-05-15 06:15:00,24.01163526666667,0.0222816074666666,593.33869048
2020-05-15 06:30:00,23.976731266666665,0.0494097238666666,1480.19464286
2020-05-15 06:45:00,24.21899,0.0953944536,2790.4482143
2020-05-15 07:00:00,24.5373984,0.1419404433333333,4052.6621428999997
2020-05-15 07:15:00,24.8159595,0.1547126757142856,4368.7226191
2020-05-15 07:30:00,24.988789866666668,0.1487991533333333,4275.935119
2020-05-15 07:45:00,25.21618033333333,0.1447934189333333,4352.0946427
2020-05-15 08:00:00,25.41951306666667,0.2016386213333333,6365.6089285
2020-05-15 08:15:00,25.95908213333333,0.3457076533333333,10002.0646429
2020-05-15 08:30:00,26.430782066666666,0.4053485726666666,10995.602976099999
2020-05-15 08:45:00,26.8318298,0.3124267953333332,9080.0678571
2020-05-15 09:00:00,27.6209698,0.6231526486666666,16211.35
2020-05-15 09:15:00,27.988362071428572,0.3448840357142857,9692.832143
2020-05-15 09:30:00,27.516727866666667,0.2492484,7511.4000001
2020-05-15 09:45:00,27.450107666666668,0.5412059773333334,15793.1124999
2020-05-15 10:00:00,28.632191866666663,0.670675372,17896.7982142
2020-05-15 10:15:00,28.768912733333337,0.5722834766666666,15531.95
2020-05-15 10:30:00,29.35144260000001,0.4551483833333333,12648.5917859
2020-05-15 10:45:00,28.854707866666665,0.3619616539999999,11091.6289285
